"accession_id"	"lineage"	"cross_references"	"collection_date"	"country"	"center_name"	"host"	"TAXON"	"coverage"	"phylogeny"
"OU631137"	"AY.4"	""	"20210825"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"OU530935"	"AY.98.1"	""	"20210804"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"90.13246"	""
"OV037561"	"AY.46.6"	""	"20211104"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"99.28404"	""
"OK533533"	"B.1.617.2"	""	"20211008"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OK219692"	"B.1.1.7"	""	"20210401"	"USA"	""	"Homo sapiens"	"2697049"	"99.61131"	""
"OK018694"	"AY.119"	""	"20210716"	"USA"	"FLDOH"	"Homo sapiens"	"2697049"	"95.28821"	""
"OD964976"	"B.1.1.7"	""	"20210129"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.5951"	""
"OU746986"	"AY.6"	""	"20210915"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"OL348581"	"AY.118"	""	"20210922"	"USA"	"Minnesota Department of Health"	"Homo sapiens"	"2697049"	"100.0"	""
"MW643134"	"B.1.234"	""	"20210202"	"USA"	""	"Homo sapiens"	"2697049"	"83.320435"	""
"MT969785"	"D.2"	""	"20200708"	"Australia"	"The Peter Doherty Institute for Infection and Immunity"	"Homo sapiens"	"2697049"	"100.0"	""
"MW640827"	"B.1.2"	""	"20210125"	"USA"	""	"Homo sapiens"	"2697049"	"96.583984"	""
"MZ760687"	"AY.3"	""	"20210726"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"98.95641"	""
"MW640199"	"B.1.2"	""	"20210121"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ455789"	"B.1.1.7"	""	"20210424"	"USA"	""	"Homo sapiens"	"2697049"	"99.83201"	""
"MZ195124"	"B.1.526"	""	"20210503"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"99.865944"	""
"MZ184235"	"B.1.526"	""	"20210426"	"USA"	""	"Homo sapiens"	"2697049"	"99.98327"	""
"OV242729"	"AY.4"	""	"20211122"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.10639"	""
"OV041324"	"AY.4"	""	"20211029"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.57176"	""
"OU242723"	"B.1.1.7"	""	"20210402"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"97.81823"	""
"OU882242"	"AY.4"	""	"20211009"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.67849"	""
"LR757995"	"A"	""	"20191226"	"China"	"BGI"	"Homo sapiens"	"2697049"	"100.0"	""
"OK112697"	"AY.3"	""	"20210815"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ888383"	"AY.3"	""	"20210805"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ255148"	"B.1.525"	""	"20210502"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OL701111"	"AY.44"	""	"20210917"	"USA"	"Colorado Department of Public Health and Environment"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ223122"	"B.1.429"	""	"20210506"	"USA"	""	"Homo sapiens"	"2697049"	"99.35257"	""
"OK292766"	"B.1.1.7"	""	"20210517"	"USA"	""	"Homo sapiens"	"2697049"	"98.81192"	""
"LR883815"	"B.1.8"	""	"20200416"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"99.872375"	""
"LR882319"	"B.1.146"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.15727"	""
"LR878258"	"B.1.1"	""	"20200302"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"99.9765"	""
"HG999261"	"B.1.258"	""	"20201204"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"95.69522"	""
"HG997062"	"B.1.1.7"	""	"20210118"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"90.72748"	""
"OU797597"	"AY.4"	""	"20210908"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.12345"	""
"LR883408"	"B.1.8"	""	"20200000"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"97.45148"	""
"OL431735"	"AY.103"	""	"20211010"	"USA"	""	"Homo sapiens"	"2697049"	"99.989944"	""
"OU649246"	"AY.4"	""	"20210824"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"MZ194944"	"P.1.13"	""	"20210504"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"96.61522"	""
"MZ590790"	"AY.44"	""	"20210629"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"97.60825"	""
"OU721722"	"AY.43"	""	"20210817"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"93.420525"	""
"MZ193780"	"B.1.427"	""	"20210424"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ530042"	"B.1.1.7"	""	"20210618"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"100.0"	""
"OU391515"	"B.1.1.7"	""	"20210512"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"96.5868"	""
"LR821987"	"B.1.1.274"	""	"20200502"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"99.9097"	""
"OV079636"	"AY.4"	""	"20211030"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.59485"	""
"LR883807"	"B.1.437"	""	"20200419"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"98.318474"	""
"OK595763"	"AY.100"	""	"20210903"	"USA"	"Colorado Department of Public Health and Environment"	"Homo sapiens"	"2697049"	"79.44724"	""
"OU520933"	"AY.4"	""	"20210801"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"OL685913"	"AY.3"	""	"20211011"	"USA"	"Orange County Public Health Laboratory submission group"	"Homo sapiens"	"2697049"	"98.979866"	""
"OV065136"	"AY.4"	""	"20211103"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"95.32285"	""
"OV252765"	"AY.4"	""	"20211125"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.57845"	""
"MZ331071"	"B.1.2"	""	"20210422"	"USA"	""	"Homo sapiens"	"2697049"	"99.949776"	""
"MZ245036"	"B.1.1.7"	""	"20210511"	"USA"	""	"Homo sapiens"	"2697049"	"99.966515"	""
"MZ236037"	"P.1.10"	""	"20210510"	"USA"	""	"Homo sapiens"	"2697049"	"99.141426"	""
"LR963260"	"B.1"	""	"20200312"	"Switzerland"	"Institute for Infectious Diseases, Bern, Switzerland"	"Homo sapiens"	"2697049"	"99.99664"	""
"OU065575"	"B.1.1.7"	""	"20210310"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.59498"	""
"LR963217"	"B.1.1"	""	"20200511"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"99.78921"	""
"LR991151"	""	""	"20200505"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"2.8460464"	""
"LR898526"	"B.1.1.144"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.7726"	""
"LR884385"	"B.1"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"98.9165"	""
"MT972053"	"D.2"	""	"20200723"	"Australia"	"The Peter Doherty Institute for Infection and Immunity"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ186971"	"B.1.1.7"	""	"20210419"	"USA"	""	"Homo sapiens"	"2697049"	"95.75209"	""
"MZ849434"	"B.1.617.2"	""	"20210708"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"98.99734"	""
"OU088984"	"B.1.1.129"	""	""	"Germany"	"Robert Koch Institute"	"Homo sapiens"	"2697049"	"99.98996"	""
"OK447012"	"AY.122"	""	"20210920"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ779749"	"B.1.2"	""	"20210220"	"USA"	""	"Homo sapiens"	"2697049"	"99.99664"	""
"OL368501"	"AY.103"	""	"20211015"	"USA"	"Utah Public Health Laboratory"	"Homo sapiens"	"2697049"	"100.0"	""
"OU418870"	"B.1.617.2"	""	"20210701"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"96.68451"	""
"OU841683"	"AY.4.2"	""	"20211003"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.97625"	""
"LR883059"	"B.1.1"	""	"20200422"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"99.865654"	""
"LR881759"	""	""	""	"France"	"URMITE"	"homo sapiens"	"2697049"	"NaN"	""
"MZ068497"	"B.1.1.7"	""	"20210421"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"99.18203"	""
"LR882888"	"B.1.1.232"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.762566"	""
"LR883954"	"B.55"	""	"20200310"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"99.89585"	""
"LR883854"	"B"	""	"20200403"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"97.97844"	""
"LR824357"	"B.1.1"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.16062"	""
"LR883687"	"B.1.1.71"	""	"20200423"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"99.98993"	""
"MZ888388"	"AY.25"	""	"20210805"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OK213420 OL305965"	"P.1"	""	"20210816"	"USA"	""	"Homo sapiens"	"2697049"	"99.27536"	""
"MZ884390"	"AY.5.3"	""	"20210809"	"USA"	""	"Homo sapiens"	"2697049"	"99.483376"	""
"OV022170"	"AY.4"	""	"20211105"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.57845"	""
"MZ579094"	"B.1.1.7"	""	"20210421"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OK525817"	"AY.88"	""	"20210921"	"USA"	""	"Homo sapiens"	"2697049"	"99.68131"	""
"OU426557"	"AY.120"	""	"20210704"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"90.043495"	""
"OU351519"	"AY.4"	""	"20210618"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.81566"	""
"OU457119"	"AY.4"	""	"20210714"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.97625"	""
"OK595769"	"AY.107"	""	"20210830"	"USA"	"Colorado Department of Public Health and Environment"	"Homo sapiens"	"2697049"	"86.101875"	""
"OD995600"	"B.1.1.7"	""	"20210215"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"91.57997"	""
"OU608618"	"AY.4"	""	"20210819"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"OV118444"	"AY.102"	""	"20211104"	"Germany"	"Robert Koch Institute"	"Homo sapiens"	"2697049"	"98.69459"	""
"OU760969"	"AY.4.2"	""	"20210919"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"MZ475682"	"B.1.1.7"	""	"20210417"	"USA"	"Utah Public Health Laboratory"	"Homo sapiens"	"2697049"	"99.79182"	""
"OK187137"	"AY.116"	""	"20210907"	"USA"	""	"Homo sapiens"	"2697049"	"91.87248"	""
"OV273969"	""	""	"20211126"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.5785"	""
"HG996813"	""	""	"20201201"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"51.60686"	""
"MT470114"	"B.1"	""	"20200300"	"France"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OU957289"	"AY.4"	""	"20211019"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.57511"	""
"OU865919"	"AY.4"	""	"20211001"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"OU902422"	"AY.4.2"	""	"20211012"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"MZ090469"	"B.1.1.7"	""	"20210410"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ848782"	"AY.26"	""	"20210630"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"100.0"	""
"HG999253"	"B.1.177.56"	""	"20201125"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"97.61562"	""
"HG997157"	"B.1.1.7"	""	"20210204"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"99.5951"	""
"HG998394"	"B.1.258"	""	"20201130"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"98.728966"	""
"MW734486"	"B.1.2"	""	"20210221"	"USA"	""	"Homo sapiens"	"2697049"	"93.316284"	""
"MZ319597"	"B.1.429"	""	"20210513"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"99.8406"	""
"LR794484"	""	""	""	""	"URMITE"	""	"2697049"	"NaN"	""
"MW585949"	"B.1.2"	""	"20210117"	"USA"	""	"Homo sapiens"	"2697049"	"99.9866"	""
"LR884300"	"B.1"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.77594"	""
"LR878283"	"B"	""	"20200305"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"99.98992"	""
"MZ193927"	"B.1.1.7"	""	"20210425"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW974517"	"B.1.429"	""	"20201109"	"USA"	""	"Homo sapiens"	"2697049"	"95.67696"	""
"OU810940"	"AY.4"	""	"20210825"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.83573"	""
"MZ684384"	"B.1.1.7"	""	"20210506"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OU765570"	"AY.4"	""	"20210918"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.74206"	""
"MZ193230"	"B.1.1.7"	""	"20210427"	"USA"	""	"Homo sapiens"	"2697049"	"98.137024"	""
"MW967558"	"B.1.637"	""	"20210319"	"USA"	""	"Homo sapiens"	"2697049"	"96.43468"	""
"OD917284"	"B.1.1.7"	""	"20201213"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.5951"	""
"OU872203"	"AY.4"	""	"20211005"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"OK027630"	"AY.3"	""	"20210729"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ762402"	"AY.103"	""	"20210802"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"99.49344"	""
"LR878119"	"B"	""	"20200308"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ844568"	"AY.3"	""	"20210806"	"USA"	""	"Homo sapiens"	"2697049"	"98.87965"	""
"LR899099"	""	""	"20200000"	"Poland"	"COVID-HUB-PL"	"Homo sapiens"	"2697049"	"7.9289703"	""
"OK001017"	"AY.3"	""	"20210817"	"USA"	""	"Homo sapiens"	"2697049"	"98.96667"	""
"OU427297"	"AY.4"	""	"20210705"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.5952"	""
"OU703125"	"AY.112"	""	"20210822"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"98.872536"	""
"OK515763"	"AY.44"	""	"20210916"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ538831"	"B.1.1.7"	""	"20210609"	"USA"	"FLDOH"	"Homo sapiens"	"2697049"	"100.0"	""
"LR821882"	"B.1.1"	""	"20200430"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"99.8562"	""
"LR813999"	"B.1"	""	"20200512"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"99.91631"	""
"LR821851"	"B.3"	""	"20200510"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"99.29368"	""
"MZ837566"	"AY.25"	""	"20210721"	"USA"	""	"Homo sapiens"	"2697049"	"99.325775"	""
"MW870467"	""	""	"20210314"	"USA"	""	"Homo sapiens"	"2697049"	"64.17825"	""
"OL333843"	"AY.100"	""	"20211009"	"USA"	"Seattle Flu Study submission group"	"Homo sapiens"	"2697049"	"98.75858"	""
"LR881580"	""	""	""	"France"	"URMITE"	"homo sapiens"	"2697049"	"NaN"	""
"LR824406"	"B.1.1"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.56192"	""
"LR882989"	"C.5"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.74919"	""
"LR883885"	"B.1"	""	"20200331"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"100.0"	""
"LC650056"	"AY.29"	""	"20210700"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OL502365"	"AY.46.4"	""	"20211015"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"100.0"	""
"OU067630"	"B.1.1.7"	""	"20210310"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.5951"	""
"MZ597833"	"P.1"	""	"20210630"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"100.0"	""
"OL306367"	"AY.119"	""	"20211022"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"100.0"	""
"OU264239"	"B.1.1.7"	""	"20210427"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.5951"	""
"LR884182"	"B.1"	""	"20200327"	"Spain"	"HOSPITAL UNIVERSITARY 12 DE OCTUBRE"	"Homo sapiens"	"2697049"	"100.0"	""
"LR883088"	"B.1.22"	""	"20200521"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"99.942924"	""
"LR884351"	"B.1"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.29104"	""
"LR883255"	"B.1.465"	""	"20200426"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"100.0"	""
"LR882152"	"B.1.1.70"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.7726"	""
"LR881489"	"B.1.273"	""	""	"France"	"URMITE"	"homo sapiens"	"2697049"	"99.996635"	""
"MW719663"	"B.1.429"	""	"20210213"	"USA"	""	"Homo sapiens"	"2697049"	"99.07998"	""
"MW586631"	"B.1.1.7"	""	"20210113"	"USA"	""	"Homo sapiens"	"2697049"	"99.96316"	""
"MW592630"	"B.1.1"	""	"20210129"	"USA"	"Massachusetts State Public Health Lab"	"Homo sapiens"	"2697049"	"78.17825"	""
"LR882142"	"B.1.1.521"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.755875"	""
"MW191308"	"B.1"	""	"20200316"	"USA"	"Quest Diagnostics"	"Homo sapiens"	"2697049"	"100.0"	""
"OL414369"	"AY.3"	""	"20211028"	"USA"	""	"Homo sapiens"	"2697049"	"97.42412"	""
"HG998789"	"B.1.1.7"	""	"20210102"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"98.60126"	""
"OK435622"	"B.1"	""	"20201115"	"Mexico"	""	"Homo sapiens"	"2697049"	"97.59731"	""
"OU009311"	"B.1.221"	""	"20201229"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"100.0"	""
"MW869686"	"Q.8"	""	"20210306"	"USA"	""	"Homo sapiens"	"2697049"	"86.766045"	""
"OK225342"	"AY.103"	""	"20210831"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"LR883745"	"B.1.1"	""	"20200407"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"99.80855"	""
"MZ744075"	"AY.103"	""	"20210717"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"100.0"	""
"OV293823"	""	""	"20211125"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.57511"	""
"MZ958372"	"AY.25"	""	"20210816"	"USA"	"Minnesota Department of Health"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ950317"	"AY.44"	""	"20210821"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"97.6067"	""
"LR991190"	""	""	"20200506"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"31.130089"	""
"LR991345"	""	""	"20200614"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"2.2648926"	""
"MZ012782"	"B.1.1.7"	""	"20210325"	"USA"	""	"Homo sapiens"	"2697049"	"98.69115"	""
"MZ780280"	"B.1.623"	""	"20210413"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OL815941"	"AY.3"	""	"20211106"	"USA"	"Colorado Department of Public Health and Environment"	"Homo sapiens"	"2697049"	"98.394035"	""
"MZ834769"	"AY.44"	""	"20210720"	"USA"	"Utah Public Health Laboratory"	"Homo sapiens"	"2697049"	"100.0"	""
"OU430863"	"AY.4"	""	"20210705"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"97.678154"	""
"OA993240"	"B.1.1.303"	""	"20200927"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.591866"	""
"OU035863"	"B.1.1.7"	""	"20210225"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.59175"	""
"OU219543"	"B.1.1.7"	""	"20210520"	"Germany"	"Robert Koch Institute"	"Homo sapiens"	"2697049"	"100.0"	""
"OU318546"	"AY.4"	""	"20210601"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"MW669516"	"B.1.429"	""	"20210205"	"USA"	""	"Homo sapiens"	"2697049"	"99.07998"	""
"MZ397338"	"B.1.617.2"	""	"20210510"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW671714"	"B.1.2"	""	"20210201"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW921842"	"B.1.427"	""	"20210210"	"USA"	"CZ Biohub, UCSF"	"Homo sapiens"	"2697049"	"99.835655"	""
"MZ088064"	"B.1.429"	""	"20210324"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ184010"	"P.1"	""	"20210420"	"USA"	""	"Homo sapiens"	"2697049"	"99.553345"	""
"MW565819"	"B.1"	""	"20200502"	"USA"	"CZ Biohub, UCSF"	"Homo sapiens"	"2697049"	"99.99665"	""
"MZ290369"	"B.1.1.7"	""	"20210507"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ843651"	"AY.44"	""	"20210803"	"USA"	""	"Homo sapiens"	"2697049"	"93.59061"	""
"MW968801"	"B.1.1.7"	""	"20210326"	"USA"	""	"Homo sapiens"	"2697049"	"99.96987"	""
"MW586487"	"B.1.2"	""	"20210121"	"USA"	""	"Homo sapiens"	"2697049"	"99.879395"	""
"MZ278618"	""	""	"20210503"	"USA"	""	"Homo sapiens"	"2697049"	"93.852196"	""
"OU896255"	"AY.4.2"	""	"20210930"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.865845"	""
"MZ554749"	"B.1.1.7"	""	"20210627"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ279120"	"B.1.1.7"	""	"20210501"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"HG993784"	"B.1.1.7"	""	"20210213"	"France"	"UMR 1283/8199"	"homo sapiens"	"2697049"	"95.0445"	""
"HG994480"	"B.1.177.87"	""	"20210222"	"France"	"UMR 1283/8199"	"homo sapiens"	"2697049"	"99.80604"	""
"HG998928"	"B.1.177.17"	""	"20201215"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"98.093834"	""
"HG998835"	"B.1.258"	""	"20201228"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"98.93635"	""
"MW779745"	"B.1.429"	""	"20210303"	"USA"	""	"Homo sapiens"	"2697049"	"86.44701"	""
"MZ948476"	"AY.3"	""	"20210819"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"96.80651"	""
"OU831738"	"AY.4"	""	"20210929"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.591835"	""
"MZ942762"	"AY.103"	""	"20210722"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW763629"	"B.1.1.222"	""	"20210226"	"USA"	""	"Homo sapiens"	"2697049"	"99.42583"	""
"OL444360"	"AY.119"	""	"20211103"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"100.0"	""
"OL611330"	"AY.3"	""	"20211004"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"97.83097"	""
"MZ728417"	"B.1.1.7"	""	"20210622"	"USA"	"Utah Public Health Laboratory"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ944027"	"AY.120.1"	""	"20210723"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ724483"	"B.1.617.2"	""	"20210420"	"India"	""	"Homo sapiens"	"2697049"	"98.52635"	""
"LR881766"	""	""	""	"France"	"URMITE"	"homo sapiens"	"2697049"	"NaN"	""
